list_name,name,label,cfac_code,Province,District,Province_code,District_code,CFAC_Name,ao
village_list,AF3001_Ahmad Shahi_1St Guzar,1St Guzar,AF3001_Ahmad Shahi,Hilmand,Lashkargah,AF30,AF3001,Ahmad shahi,KANAO
village_list,AF3008_Khakish_Aabmal,Aabmal,AF3008_Khakish,Hilmand,Sangin,AF30,AF3008,Khakish,KANAO
village_list,AF3008_Khakish_Aabmal Haji Dawood Shah Masjid,Aabmal Haji Dawood Shah Masjid,AF3008_Khakish,Hilmand,Sangin,AF30,AF3008,Khakish,KANAO
village_list,AF2601_Zozgara Village_Abdul Ahad Agha Masjid,Abdul Ahad Agha Masjid,AF2601_Zozgara Village,Zabul,Qalat,AF26,AF2601,Zozgara Village,KANAO
village_list,AF2501_District 3_Abdul Ahad Masjid,Abdul Ahad Masjid,AF2501_District 3,Uruzgan,Tarinkot,AF25,AF2501,District 3,KANAO
village_list,AF2608_Ghondi_Abdul Aziz,Abdul Aziz,AF2608_Ghondi,Zabul,Atghar,AF26,AF2608,Ghondi,KANAO
village_list,AF3402_Khalid_Abdul Baqi Sasuli,Abdul Baqi Sasuli,AF3402_Khalid,Nimruz,Kang,AF34,AF3402,Khalid,KANAO
village_list,AF2608_Sor Khab_Abdul Ghafoor,Abdul Ghafoor,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF2607_Chanaran_Abdul Ghias,Abdul Ghias,AF2607_Chanaran,Zabul,Daychopan,AF26,AF2607,Chanaran,KANAO
village_list,AF2601_Nawi Nomri_Abdul Hakim Jama,Abdul Hakim Jama,AF2601_Nawi Nomri,Zabul,Qalat,AF26,AF2601,Nawi Nomri,KANAO
village_list,AF3012_Khanjak Mazar_Abdul Hakim Masjid,Abdul Hakim Masjid,AF3012_Khanjak Mazar,Hilmand,Baghran,AF30,AF3012,Khanjak Mazar,KANAO
village_list,AF3403_Etifaq_Abdul Hakim Shadi Khan,Abdul Hakim Shadi Khan,AF3403_Etifaq,Nimruz,Chikhansur,AF34,AF3403,Etifaq,KANAO
village_list,AF2601_Malayan Village_Abdul Hamid Masjid,Abdul Hamid Masjid,AF2601_Malayan Village,Zabul,Qalat,AF26,AF2601,Malayan village,KANAO
village_list,AF2608_Omar Khil_Abdul Hanan,Abdul Hanan,AF2608_Omar Khil,Zabul,Atghar,AF26,AF2608,Omar khil,KANAO
village_list,AF3012_Sarbaghni_Abdul Khaliq Masjid,Abdul Khaliq Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2601_Haji Qadar Wat_Abdul Latif Masjid,Abdul Latif Masjid,AF2601_Haji Qadar Wat,Zabul,Qalat,AF26,AF2601,Haji Qadar Wat,KANAO
village_list,AF2608_Sor Khab_Abdul Malik,Abdul Malik,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF2501_Kata Khanjak_Abdul Qadoos Musjat,Abdul Qadoos Musjat,AF2501_Kata Khanjak,Uruzgan,Tarinkot,AF25,AF2501,Kata khanjak,KANAO
village_list,AF2608_Sor Khab_Abdul Rahim,Abdul Rahim,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF2601_Nawkhiz_Abdul Rahman Kalachah,Abdul Rahman Kalachah,AF2601_Nawkhiz,Zabul,Qalat,AF26,AF2601,Nawkhiz,KANAO
village_list,AF2610_Soor Ragha_Abdul Rahman Khil,Abdul Rahman Khil,AF2610_Soor Ragha,Zabul,Shamul Zayi,AF26,AF2610,Soor Ragha,KANAO
village_list,AF3402_All Qasem_Abdul Rauf Tayee,Abdul Rauf Tayee,AF3402_All Qasem,Nimruz,Kang,AF34,AF3402,All qasem,KANAO
village_list,AF2501_District 2_Abdul Razaq Masjid,Abdul Razaq Masjid,AF2501_District 2,Uruzgan,Tarinkot,AF25,AF2501,District 2,KANAO
village_list,AF2608_Baizy_Abdul Raziq,Abdul Raziq,AF2608_Baizy,Zabul,Atghar,AF26,AF2608,Baizy,KANAO
village_list,AF2607_Larzab_Abdul Raziq,Abdul Raziq,AF2607_Larzab,Zabul,Daychopan,AF26,AF2607,Larzab,KANAO
village_list,AF2711_Sangar_Abdul Raziq Kaly,Abdul Raziq Kaly,AF2711_Sangar,Kandahar,Spin Boldak,AF27,AF2711,Sangar,KANAO
village_list,AF3008_Bostonzai_Abdul Razq,Abdul Razq,AF3008_Bostonzai,Hilmand,Sangin,AF30,AF3008,bostonzai,KANAO
village_list,AF3012_Hanger Chagh_Abdul Wahid,Abdul Wahid,AF3012_Hanger Chagh,Hilmand,Baghran,AF30,AF3012,Hanger Chagh,KANAO
village_list,AF2501_Now Joy_Abdul Wahid,Abdul Wahid,AF2501_Now Joy,Uruzgan,Tarinkot,AF25,AF2501,Now Joy,KANAO
village_list,AF2610_Zanzir_Abdul Wali,Abdul Wali,AF2610_Zanzir,Zabul,Shamul Zayi,AF26,AF2610,Zanzir,KANAO
village_list,AF2610_Zanzir_Abdul Zahir,Abdul Zahir,AF2610_Zanzir,Zabul,Shamul Zayi,AF26,AF2610,Zanzir,KANAO
village_list,AF2608_Sor Khab_Abdull Jalil,Abdull Jalil,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF2608_Ghondi_Abdullah,Abdullah,AF2608_Ghondi,Zabul,Atghar,AF26,AF2608,Ghondi,KANAO
village_list,AF2601_Zozgara Village_Abdullah Jan Masjid,Abdullah Jan Masjid,AF2601_Zozgara Village,Zabul,Qalat,AF26,AF2601,Zozgara Village,KANAO
village_list,AF2607_Larzab_Abdullah Kali,Abdullah Kali,AF2607_Larzab,Zabul,Daychopan,AF26,AF2607,Larzab,KANAO
village_list,AF2610_Nawa_Abdullah Khan,Abdullah Khan,AF2610_Nawa,Zabul,Shamul Zayi,AF26,AF2610,Nawa,KANAO
village_list,AF2716_2_Salimanzi_Abdullahzi Kaly,Abdullahzi Kaly,AF2716_2_Salimanzi,Kandahar,Takhtapul,AF27,AF2716_2,Salimanzi,KANAO
village_list,AF3012_Sarbaghni_Abdulqadir Masjid,Abdulqadir Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2605_Murghabi_Abdurahimzi,Abdurahimzi,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2605_Murghabi_Abduraimzi Ghbarghai,Abduraimzi Ghbarghai,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF3008_Bostonzai_Abdurazaq,Abdurazaq,AF3008_Bostonzai,Hilmand,Sangin,AF30,AF3008,bostonzai,KANAO
village_list,AF3008_Bostonzai_Abdurazaq Masjid,Abdurazaq Masjid,AF3008_Bostonzai,Hilmand,Sangin,AF30,AF3008,bostonzai,KANAO
village_list,AF2713_Ghelang_Ablak Sar,Ablak Sar,AF2713_Ghelang,Kandahar,Miyanshin,AF27,AF2713,Ghelang,KANAO
village_list,AF2607_Chanaran_Ablato,Ablato,AF2607_Chanaran,Zabul,Daychopan,AF26,AF2607,Chanaran,KANAO
village_list,AF3012_Dara_Adam Khan Kariz Haji Dastagir Masjid,Adam Khan Kariz Haji Dastagir Masjid,AF3012_Dara,Hilmand,Baghran,AF30,AF3012,Dara,KANAO
village_list,AF2711_Habib_Adozo Kaly,Adozo Kaly,AF2711_Habib,Kandahar,Spin Boldak,AF27,AF2711,Habib,KANAO
village_list,AF2610_Soor Ragha_Adrahman Khil,Adrahman Khil,AF2610_Soor Ragha,Zabul,Shamul Zayi,AF26,AF2610,Soor Ragha,KANAO
village_list,AF3008_Karim Kariz_Afghani,Afghani,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3012_Sarbaghni_Agha Jan Masjid,Agha Jan Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2601_Agha Sahib Wat_Agha Sahib Masjid,Agha Sahib Masjid,AF2601_Agha Sahib Wat,Zabul,Qalat,AF26,AF2601,Agha Sahib Wat,KANAO
village_list,AF2601_Wilayati Roghton_Agha Sahib Masjid,Agha Sahib Masjid,AF2601_Wilayati Roghton,Zabul,Qalat,AF26,AF2601,Wilayati Roghton,KANAO
village_list,AF2505_Matakzai_Aghajan,Aghajan,AF2505_Matakzai,Uruzgan,Khas Uruzgan,AF25,AF2505,Matakzai,KANAO
village_list,AF3012_Sarbaghni_Aghajan,Aghajan,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2605_Karatash_Aghakhil,Aghakhil,AF2605_Karatash,Zabul,Arghandab,AF26,AF2605,Karatash,KANAO
village_list,AF2608_Sor Khab_Aghakhil,Aghakhil,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF3008_Karim Kariz_Aghalagh,Aghalagh,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Karim Kariz_Aghlagh,Aghlagh,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Karim Kariz_Aghlagh Haji Ibrahim Masjid,Aghlagh Haji Ibrahim Masjid,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Karim Kariz_Aghlagh Loya Masjid,Aghlagh Loya Masjid,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Karim Kariz_Aghlagh Mola Karim Masjid,Aghlagh Mola Karim Masjid,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Karim Kariz_Aghlagh Sayd Shah Masjid,Aghlagh Sayd Shah Masjid,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Karim Kariz_Aghlagh Spin Masjid,Aghlagh Spin Masjid,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF2609_Markaz Nawbahar_Ahmad Kala,Ahmad Kala,AF2609_Markaz Nawbahar,Zabul,Nawbahar,AF26,AF2609,Markaz Nawbahar,KANAO
village_list,AF3012_Dara_Ahmad Sha Musjid,Ahmad Sha Musjid,AF3012_Dara,Hilmand,Baghran,AF30,AF3012,Dara,KANAO
village_list,AF2501_Kata Khanjak_Ahmad Sha Musjid,Ahmad Sha Musjid,AF2501_Kata Khanjak,Uruzgan,Tarinkot,AF25,AF2501,Kata khanjak,KANAO
village_list,AF2609_Lwargi_Ahmadzai,Ahmadzai,AF2609_Lwargi,Zabul,Nawbahar,AF26,AF2609,Lwargi,KANAO
village_list,AF3008_Khakish_Ahmadzai Kalai,Ahmadzai Kalai,AF3008_Khakish,Hilmand,Sangin,AF30,AF3008,Khakish,KANAO
village_list,AF3008_Khakish_Ahmadzi Masjid,Ahmadzi Masjid,AF3008_Khakish,Hilmand,Sangin,AF30,AF3008,Khakish,KANAO
village_list,AF3008_Khakish_Ahmadzo Masjid,Ahmadzo Masjid,AF3008_Khakish,Hilmand,Sangin,AF30,AF3008,Khakish,KANAO
village_list,AF3008_Khakish_Ahmadzu Kali,Ahmadzu Kali,AF3008_Khakish,Hilmand,Sangin,AF30,AF3008,Khakish,KANAO
village_list,AF2605_Murghabi_Aimal,Aimal,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2605_Sorkh Sang_Ajal,Ajal,AF2605_Sorkh Sang,Zabul,Arghandab,AF26,AF2605,Sorkh Sang,KANAO
village_list,AF2607_Hazar Booz_Aka Khail,Aka Khail,AF2607_Hazar Booz,Zabul,Daychopan,AF26,AF2607,Hazar Booz,KANAO
village_list,AF2605_Karato_Akhizan,Akhizan,AF2605_Karato,Zabul,Arghandab,AF26,AF2605,Karato,KANAO
village_list,AF2610_Qala Rashid_Akhoand Zada Khail,Akhoand Zada Khail,AF2610_Qala Rashid,Zabul,Shamul Zayi,AF26,AF2610,Qala Rashid,KANAO
village_list,AF2609_Markaz Nawbahar_Akhond Khail,Akhond Khail,AF2609_Markaz Nawbahar,Zabul,Nawbahar,AF26,AF2609,Markaz Nawbahar,KANAO
village_list,AF2607_Hazar Booz_Akhonzada,Akhonzada,AF2607_Hazar Booz,Zabul,Daychopan,AF26,AF2607,Hazar Booz,KANAO
village_list,AF2605_Akhtar_Akhtar,Akhtar,AF2605_Akhtar,Zabul,Arghandab,AF26,AF2605,Akhtar,KANAO
village_list,AF2601_Ibrahim Bawri_Akhtar Bawri,Akhtar Bawri,AF2601_Ibrahim Bawri,Zabul,Qalat,AF26,AF2601,Ibrahim Bawri,KANAO
village_list,AF2601_Bakorzi Village_Akhtar Mohammad,Akhtar Mohammad,AF2601_Bakorzi Village,Zabul,Qalat,AF26,AF2601,Bakorzi village,KANAO
village_list,AF2601_Yar Kah Village_Akhtar Mohammad,Akhtar Mohammad,AF2601_Yar Kah Village,Zabul,Qalat,AF26,AF2601,Yar kah village,KANAO
village_list,AF2716_2_Akhtarzi_Akhtarzi Kaly,Akhtarzi Kaly,AF2716_2_Akhtarzi,Kandahar,Takhtapul,AF27,AF2716_2,Akhtarzi,KANAO
village_list,AF3403_Sakhi Ullah Dad_Akhund Zadeh Serajuddin,Akhund Zadeh Serajuddin,AF3403_Sakhi Ullah Dad,Nimruz,Chikhansur,AF34,AF3403,Sakhi Ullah Dad,KANAO
village_list,AF3008_Kotozai_Akhundzada Khail,Akhundzada Khail,AF3008_Kotozai,Hilmand,Sangin,AF30,AF3008,Kotozai,KANAO
village_list,AF2605_Karato_Akhundzadkhil,Akhundzadkhil,AF2605_Karato,Zabul,Arghandab,AF26,AF2605,Karato,KANAO
village_list,AF3401_Akhondzada_Akondzada Mohammad Omar,Akondzada Mohammad Omar,AF3401_Akhondzada,Nimruz,Zaranj,AF34,AF3401,Akhondzada,KANAO
village_list,AF2607_Dawzi_Aktar Gul,Aktar Gul,AF2607_Dawzi,Zabul,Daychopan,AF26,AF2607,Dawzi,KANAO
village_list,AF2605_Faqirzai_Akwnai,Akwnai,AF2605_Faqirzai,Zabul,Arghandab,AF26,AF2605,Faqirzai,KANAO
village_list,AF2501_Hotak Charmistan_Alaf Mohammad Masjid,Alaf Mohammad Masjid,AF2501_Hotak Charmistan,Uruzgan,Tarinkot,AF25,AF2501,Hotak Charmistan,KANAO
village_list,AF2601_Shado_Alah Dad Masjid,Alah Dad Masjid,AF2601_Shado,Zabul,Qalat,AF26,AF2601,Shado,KANAO
village_list,AF2601_Dori Manadah Village_Alahvdin Village,Alahvdin Village,AF2601_Dori Manadah Village,Zabul,Qalat,AF26,AF2601,Dori Manadah Village,KANAO
village_list,AF2610_Zanzir_Alam China,Alam China,AF2610_Zanzir,Zabul,Shamul Zayi,AF26,AF2610,Zanzir,KANAO
village_list,AF2608_Toor Ragha_Alam Kariz,Alam Kariz,AF2608_Toor Ragha,Zabul,Atghar,AF26,AF2608,Toor Ragha,KANAO
village_list,AF3401_Nadali_Alaqadar Mohammad Sharif,Alaqadar Mohammad Sharif,AF3401_Nadali,Nimruz,Zaranj,AF34,AF3401,Nadali,KANAO
village_list,AF2605_Murghabi_Aldi,Aldi,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2607_Shoi_Ali Sang,Ali Sang,AF2607_Shoi,Zabul,Daychopan,AF26,AF2607,Shoi,KANAO
village_list,AF2610_Soor Ragha_Ali Tleray,Ali Tleray,AF2610_Soor Ragha,Zabul,Shamul Zayi,AF26,AF2610,Soor Ragha,KANAO
village_list,AF2608_Ghondi_Aligai,Aligai,AF2608_Ghondi,Zabul,Atghar,AF26,AF2608,Ghondi,KANAO
village_list,AF2608_Toor Ragha_Aligai,Aligai,AF2608_Toor Ragha,Zabul,Atghar,AF26,AF2608,Toor Ragha,KANAO
village_list,AF2609_Lawar Morgha_Alika,Alika,AF2609_Lawar Morgha,Zabul,Nawbahar,AF26,AF2609,Lawar Morgha,KANAO
village_list,AF2609_Markaz Nawbahar_Alika,Alika,AF2609_Markaz Nawbahar,Zabul,Nawbahar,AF26,AF2609,Markaz Nawbahar,KANAO
village_list,AF2610_Zanzir_Alikhel,Alikhel,AF2610_Zanzir,Zabul,Shamul Zayi,AF26,AF2610,Zanzir,KANAO
village_list,AF2607_Larzab_Alizai,Alizai,AF2607_Larzab,Zabul,Daychopan,AF26,AF2607,Larzab,KANAO
village_list,AF3008_Malmand_Alizo Kali,Alizo Kali,AF3008_Malmand,Hilmand,Sangin,AF30,AF3008,malmand,KANAO
village_list,AF2703_Barghana_Alizo Kaly,Alizo Kaly,AF2703_Barghana,Kandahar,Daman,AF27,AF2703,Barghana,KANAO
village_list,AF3008_Heratyan_Alkozo Kaly,Alkozo Kaly,AF3008_Heratyan,Hilmand,Sangin,AF30,AF3008,Heratyan,KANAO
village_list,AF3012_Dara_Allahyar Sharafuldin Masjid,Allahyar Sharafuldin Masjid,AF3012_Dara,Hilmand,Baghran,AF30,AF3012,Dara,KANAO
village_list,AF2605_Faqirzai_Almassang,Almassang,AF2605_Faqirzai,Zabul,Arghandab,AF26,AF2605,Faqirzai,KANAO
village_list,AF2605_Sardrah_Amani,Amani,AF2605_Sardrah,Zabul,Arghandab,AF26,AF2605,Sardrah,KANAO
village_list,AF2608_Sor Khab_Amanullah,Amanullah,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF3008_Karim Kariz_Amanullah Kariz,Amanullah Kariz,AF3008_Karim Kariz,Hilmand,Sangin,AF30,AF3008,Karim Kariz,KANAO
village_list,AF3008_Malmand_Amanullah Kariz,Amanullah Kariz,AF3008_Malmand,Hilmand,Sangin,AF30,AF3008,malmand,KANAO
village_list,AF3008_Malmand_Amanullah Kariz Fahim Masjid,Amanullah Kariz Fahim Masjid,AF3008_Malmand,Hilmand,Sangin,AF30,AF3008,malmand,KANAO
village_list,AF3008_Malmand_Amanullah Kariz Fidagul Masjid,Amanullah Kariz Fidagul Masjid,AF3008_Malmand,Hilmand,Sangin,AF30,AF3008,malmand,KANAO
village_list,AF3008_Malmand_Amanullah Kariz Ghulam Mahiuddin Masjid,Amanullah Kariz Ghulam Mahiuddin Masjid,AF3008_Malmand,Hilmand,Sangin,AF30,AF3008,malmand,KANAO
village_list,AF3008_Malmand_Amanullah Kariz Haji Abdulrahman Masjid,Amanullah Kariz Haji Abdulrahman Masjid,AF3008_Malmand,Hilmand,Sangin,AF30,AF3008,malmand,KANAO
village_list,AF2608_Sor Khab_Ambarsi,Ambarsi,AF2608_Sor Khab,Zabul,Atghar,AF26,AF2608,Sor Khab,KANAO
village_list,AF2608_Toor Ragha_Ambarsi,Ambarsi,AF2608_Toor Ragha,Zabul,Atghar,AF26,AF2608,Toor Ragha,KANAO
village_list,AF3012_Sarbaghni_Amin Molavi Masjid,Amin Molavi Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2601_Khowazi Village_Amir Sab Masjid,Amir Sab Masjid,AF2601_Khowazi Village,Zabul,Qalat,AF26,AF2601,Khowazi village,KANAO
village_list,AF2605_Karato_Amran,Amran,AF2605_Karato,Zabul,Arghandab,AF26,AF2605,Karato,KANAO
village_list,AF2605_Murghabi_Amukash,Amukash,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2504_Anar Joi_Anar Joi,Anar Joi,AF2504_Anar Joi,Uruzgan,Shahid-e-Hassas,AF25,AF2504,Anar joi,KANAO
village_list,AF2605_Murghabi_Anarshilah,Anarshilah,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2605_Faqirzai_Anbarkul,Anbarkul,AF2605_Faqirzai,Zabul,Arghandab,AF26,AF2605,Faqirzai,KANAO
village_list,AF2607_Hazar Booz_Andar,Andar,AF2607_Hazar Booz,Zabul,Daychopan,AF26,AF2607,Hazar Booz,KANAO
village_list,AF2607_Larzab_Andaran,Andaran,AF2607_Larzab,Zabul,Daychopan,AF26,AF2607,Larzab,KANAO
village_list,AF2608_Omar Khil_Angori,Angori,AF2608_Omar Khil,Zabul,Atghar,AF26,AF2608,Omar khil,KANAO
village_list,AF2608_Toor Ragha_Angori,Angori,AF2608_Toor Ragha,Zabul,Atghar,AF26,AF2608,Toor Ragha,KANAO
village_list,AF2605_Murghabi_Angurak,Angurak,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2713_Zamto_Anyar,Anyar,AF2713_Zamto,Kandahar,Miyanshin,AF27,AF2713,Zamto,KANAO
village_list,AF2605_Gazah_Anzar Kala,Anzar Kala,AF2605_Gazah,Zabul,Arghandab,AF26,AF2605,Gazah,KANAO
village_list,AF2605_Faqirzai_Anzirgay,Anzirgay,AF2605_Faqirzai,Zabul,Arghandab,AF26,AF2605,Faqirzai,KANAO
village_list,AF2601_Nawi Nomri_Aqsa Masjid,Aqsa Masjid,AF2601_Nawi Nomri,Zabul,Qalat,AF26,AF2601,Nawi Nomri,KANAO
village_list,AF2605_Murghabi_Araqi,Araqi,AF2605_Murghabi,Zabul,Arghandab,AF26,AF2605,Murghabi,KANAO
village_list,AF2607_Mara_Arif Khail,Arif Khail,AF2607_Mara,Zabul,Daychopan,AF26,AF2607,Mara,KANAO
village_list,AF2607_Larzab_Arzab,Arzab,AF2607_Larzab,Zabul,Daychopan,AF26,AF2607,Larzab,KANAO
village_list,AF2501_Daraz Joy_Asad,Asad,AF2501_Daraz Joy,Uruzgan,Tarinkot,AF25,AF2501,Daraz Joy,KANAO
village_list,AF3012_Sarbaghni_Asad,Asad,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Abdul Ghafor Masjid,Asad Abdul Ghafor Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Abdul Qaum Masjid,Asad Abdul Qaum Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Abdulghpar Masjid,Asad Abdulghpar Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Siro Aja_Asad Abdulghpar Masjid,Asad Abdulghpar Masjid,AF2505_Siro Aja,Uruzgan,Khas Uruzgan,AF25,AF2505,Siro Aja,KANAO
village_list,AF2505_Garamab_Asad Abdulhamid Aka Masjid,Asad Abdulhamid Aka Masjid,AF2505_Garamab,Uruzgan,Khas Uruzgan,AF25,AF2505,Garamab,KANAO
village_list,AF3012_Sarbaghni_Asad Abdulhamid Aka Masjid,Asad Abdulhamid Aka Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2506_Lewanyano Kariz_Asad Abduqum Masjid,Asad Abduqum Masjid,AF2506_Lewanyano Kariz,Uruzgan,Chinarto,AF25,AF2506,Lewanyano kariz,KANAO
village_list,AF3012_Sarbaghni_Asad Abduqum Masjid,Asad Abduqum Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Matakzai_Asad Askar Mamor Masjid,Asad Askar Mamor Masjid,AF2505_Matakzai,Uruzgan,Khas Uruzgan,AF25,AF2505,Matakzai,KANAO
village_list,AF3012_Sarbaghni_Asad Askar Mamor Masjid,Asad Askar Mamor Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Askar Masjid,Asad Askar Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Matakzai_Asad Attaullah Aka Masjid,Asad Attaullah Aka Masjid,AF2505_Matakzai,Uruzgan,Khas Uruzgan,AF25,AF2505,Matakzai,KANAO
village_list,AF3012_Sarbaghni_Asad Attaullah Aka Masjid,Asad Attaullah Aka Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Dilmohammad Aka Masjid,Asad Dilmohammad Aka Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Kondalan_Asad Fazli Masjid,Asad Fazli Masjid,AF2505_Kondalan,Uruzgan,Khas Uruzgan,AF25,AF2505,Kondalan,KANAO
village_list,AF3012_Sarbaghni_Asad Fazli Masjid,Asad Fazli Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Ghafoar Masjid,Asad Ghafoar Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Gholam Faroq Aka Masjid,Asad Gholam Faroq Aka Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Ghulam Faroq Masjid,Asad Ghulam Faroq Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2501_Kata Khanjak_Asad Ghulamfaroq Masjid,Asad Ghulamfaroq Masjid,AF2501_Kata Khanjak,Uruzgan,Tarinkot,AF25,AF2501,Kata khanjak,KANAO
village_list,AF3012_Sarbaghni_Asad Ghulamfaroq Masjid,Asad Ghulamfaroq Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Habibullah Masjid,Asad Habibullah Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF3012_Sarbaghni_Asad Haji Abdulhamid Masjid,Asad Haji Abdulhamid Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Qadam Shali_Asad Haji Darokhan Masjid,Asad Haji Darokhan Masjid,AF2505_Qadam Shali,Uruzgan,Khas Uruzgan,AF25,AF2505,Qadam Shali,KANAO
village_list,AF3012_Sarbaghni_Asad Haji Darokhan Masjid,Asad Haji Darokhan Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2501_District 2_Asad Haji Jilani Masjid,Asad Haji Jilani Masjid,AF2501_District 2,Uruzgan,Tarinkot,AF25,AF2501,District 2,KANAO
village_list,AF3012_Sarbaghni_Asad Haji Jilani Masjid,Asad Haji Jilani Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Kondalan_Asad Haji Mohammadlal Masjid,Asad Haji Mohammadlal Masjid,AF2505_Kondalan,Uruzgan,Khas Uruzgan,AF25,AF2505,Kondalan,KANAO
village_list,AF3012_Sarbaghni_Asad Haji Mohammadlal Masjid,Asad Haji Mohammadlal Masjid,AF3012_Sarbaghni,Hilmand,Baghran,AF30,AF3012,Sarbaghni,KANAO
village_list,AF2505_Matakzai_Asad Hajiabdulhami Masjid,Asad Hajiabdulhami Masjid,AF2505_Matakzai,Uruzgan,Khas Uruzgan,AF25,AF2505,Matakzai,KANAO
